sumber,url,judul,author,tanggal_publikasi,isi_berita
detik.com,https://finance.detik.com/berita-ekonomi-bisnis/d-7970955/kementan-tetapkan-hpp-ayam-hidup-rp-18-000-kg-berlaku-besok,"Kementan Tetapkan HPP Ayam Hidup Rp 18.000/Kg, Berlaku Besok",Ignacio Geordi Oswaldo -detikFinance,"Rabu, 18 Jun 2025 18:53 WIB","Kementerian Pertanian melalui Direktorat Jenderal Peternakan dan Kesehatan Hewan (Ditjen PKH) menetapkan harga pokok produksi (HPP) ayam hidup atau livebird di level Rp 18.000/kilogram (kg) untuk semua ukuran.
Dirjen PKH Agung Suganda mengatakan besaran HPP ini ditetapkan setelah pihaknya bersama Satgas Pangan Polri dan para pelaku usaha. Harga minimal di tingkat peternak ini langsung berlaku mulai besok, Kamis (19/6).
""Jadi saat ini harga ayam hidup di tingkat peternak ini bervariasi, tetapi sekarang sudah menyentuh di angka Rp 14.500 dari sebelumnya yang disepakati oleh para pelaku HPP-nya di Rp 17.500,"" ucap Agung dalam konferensi pers di Kantor Kementan, Rabu (18/6/2025).
SCROLL TO CONTINUE WITH CONTENT
""Mulai per besok, per tanggal 19 Juni 2025 itu di harga Rp 18.000/kg untuk semua ukuran. Tentu kami bersama-sama akan melakukan pengawasan terkait dengan harga ayam hidup di tingkat peternak ini,"" tegasnya.
Agung mengatakan penetapan HPP ini hanya berdasarkan kesepakatan antar para pengusaha dengan pemerintah, sehingga tidak ada penerbitan Surat Edaran (SE) ataupun sejenisnya. Sebab menurutnya ketetapan terkait HAP daging ayam sudah diatur dalam Peraturan Badan Pangan Nasional (Perbadan) nomor 6 Tahun 2024.
""Ini konsensus, ini kesepakatan bersama para pelaku, disaksikan pemerintah dan setelah disepakati inilah pemerintah juga memutuskan. Nah pertanyaannya sekarang, apakah diputuskan dalam Surat Edaran Nggak perlu, kenapa? Karena ada acuan, harga acuan. Ada peraturan kepala badan nomor 6 tahun 2024 di mana harga acuan penjualan ayam hidup di tingkat produsen itu Rp 25.000/kg),"" paparnya.
Ia berharap melalui penetapan HPP ini, harga jual ayam hidup di tingkat peternak akan berangsur naik di atas Rp 18.000/kg. Kemudian secara bertahap semakin mendekati HAP di Rp 25.000/kg.
""Jadi kalau harga ayam di tingkat peternak tentu kita harapkan bersama pembentukan harganya di angka minimal Rp 18.000 karena itulah harga yang tadi sudah dibahas bersama oleh para pelaku usaha dan tentu harga Rp 18.000 ini adalah harga HPP atau harga minimal. Jadi kalau dijual di atas itu lebih bagus,"" tegasnya.
Sebagai informasi, dalam data Panel Harga Pangan hari ini rata-rata nasional harga ayam hidup atau livebird di tingkat peternak berada di level Rp 19.806/kg. Artinya secara nasional harga komoditas ini masih di atas HPP yang berlaku.
Namun rendahnya harga ayam hidup ini seperti yang terjadi di Jawa Tengah dengan kisaran Rp 17.781/kilogram. Kemudian di Sumatra Selatan harga livebird berada di level Rp 17.500/kilogram, dan Banten di level Rp 17.000/kilogram."
detik.com,https://news.detik.com/berita/d-7970804/mualem-tegaskan-aceh-kelola-semua-potensi-di-4-pulau-migas-hingga-biawak,"Mualem Tegaskan Aceh Kelola Semua Potensi di 4 Pulau, Migas hingga Biawak",Agus Setyadi -detikNews,"Rabu, 18 Jun 2025 17:45 WIB","Pemerintah memutuskanempat pulau di AcehSingkil sah milik Pemerintah Provinsi Aceh. Gubernur Muzakir Manaf menegaskan pihaknya akan mengelola semua potensi yang ada di empat pulau itu.
""Apa yang ada di pulau tersebut semuanya, migas, rumput, kelapa, biawak kita kelola semua,"" kata Mualem kepada wartawan, dilansirdetikSumut, Rabu (18/6/2025).
Mantan Panglima Gerakan Aceh Merdeka (GAM) itu menyebutkan pemerintah Aceh tidak akan bekerja sama dengan Pemerintah Provinsi Sumatera Utara dalam hal pengelolaan pulau tersebut. Pulau itu disebut sudah sah milik Tanah Rencong.
SCROLL TO CONTINUE WITH CONTENT
""Tidak. Tidak. Tidak. Tidak ada istilah bersama. Itu hak kita,"" jelas Ketua Umum Partai Aceh itu.
""Sudah hak kita, sudah kembali kepada kita ya kitalah yang kelola untuk masa hadapan,"" lanjutnya.
Sebelumnya, pemerintah sudah memutuskan sengketa 4 pulau yang diperebutkan Pemprov Sumatera Utara (Sumut) dan Aceh. Presiden Prabowo Subianto memutuskan 4 pulau itu sah milik Pemprov Aceh.
Baca selengkapnyadi sini"
liputan6.com,https://www.liputan6.com/regional/read/6054413/gunung-raung-erupsi-49-kali-selama-10-hari-jalur-pendakian-masih-ditutup,"Gunung Raung Erupsi 49 Kali Selama 10 Hari, Jalur Pendakian Masih Ditutup",Hermawan Arifianto,"Diperbarui 17 Jun 2025, 10:56 WIB","Liputan6.com, Banyuwangi -Gunung Raungyang berada di perbatasan KabupatenBanyuwangi, Jember, dan Kabupaten Bondowoso, Jawa Timur, mengalami erupsi hingga 49 kali selama 10 hari atau periode 5- 15 Juni 2025.
""Mayoritaserupsi Gunung Raungyang terjadi berupa hembusan asap dari kawah utama yang teramati berwarna putih hingga kelabu dengan intensitas bervariasi, dengan statusnya Level II atau Waspada,"" ujar Kepala BPBD Banyuwangi Danang Hartanto, Selasa (17/6/2025).
Baca Juga
Danang mengatakan, pihaknya terus berkoordinasi dengan Pos Pengamatan Gunung Raung di Desa Sumberarum, Kecamatan Songgon, Banyuwangi dan hasilnya Gunung Raung hingga saat ini masih berstatus Waspada atau Level II.
Advertisement
Menurutnya, Status Waspada ini hanya menimbulkan ancaman bahaya di sekitar pusat erupsi dan rekomendasi yang dikeluarkan PVMBG agar tidak beraktivitas pada radius 3 Km dari kawah/puncak.
Sementara itu, Pendakian ke Gunung Ruang  dari semua arah, baik dari Banyuwangi, Jember, maupun Bondowoso ditutup sejak tanggal 14 Juni 2025 menyusul terjadinya hujan abu vulkanik di Pos 7 pendakian.
""Penutupan ini masih dilakukan sampai waktu yang belum ditentukan dengan melihat perkembangan selanjutnya,"" paparnya.
Sementara itu, Bupati Banyuwangi Ipuk Fiestiandani meminta masyarakat Banyuwangi untuk tidak panik dan tetap tenang.
""Masyarakat mohon tetap tenang, tidak perlu panik. Ikuti petunjuk dan arahan dari petugas yang berwenang,"" kata Ipuk.
""Patuhi rekomendasi yang dikeluarkan, dan yang terpenting juga jangan mudah percaya dengan informasi hoaks dan tidak bertanggung jawab. Cari informasi yang terpercaya,"" tambah Ipuk."
kompas.com,https://otomotif.kompas.com/read/2025/06/19/090200615/tvs-dan-hyundai-kembangkan-kendaraan-listrik-untuk-mobilitas-mikro?utm_source=ABC&utm_medium=rss,TVS dan Hyundai Kembangkan Kendaraan Listrik untuk Mobilitas Mikro,"Dio Dananjaya, Agung Kurniawan","Kompas.com- 19/06/2025, 09:02 WIB","JAKARTA, KOMPAS.com –TVS Motor dan Hyundai Motor Company tengah mengembangkankendaraan listrikringkas yang dirancang khusus untukmobilitas mikrodi pasar India dan tidak menutup kemungkinan untuk potensi global.
Dalam kolaborasi ini, diketahui bahwa Hyundai akan berperan menyediakan desain, teknologi, dan rekayasa teknik, sedangkan TVS Motor akan bertanggung jawab atas proses produksi dan pemasaran kendaraan-kendaraan listrik tersebut.
Vishal Mehta, Regional Business Head ASEAN TVS Motor Company, menegaskan bahwa proyek bersama ini sejalan dengan visi jangka panjang TVS untuk menjadi pemain mobilitas global yang holistik.
“Misi kami adalah mentransformasi kualitas hidup masyarakat di seluruh dunia melalui solusi mobilitas yang beragam. Dan ketika saya berbicara tentang solusi mobilitas, kami bukan hanya merek sepeda motor roda dua, kami juga memiliki kendaraan roda tiga,” ujar Vishal di Jakarta, Selasa (17/6/2025).
Baca juga:Biaya Perbaikan Ferrari Purosangue Setelah Kecelakaan
Dok. Hyundai MotorTVS Motor dan Hyundai Motor Company tengah mengembangkan kendaraan listrik ringkas yang dirancang khusus untuk mobilitas mikro di pasar India dan tak menutup kemungkikan untuk potensi global.
Ia juga mengonfirmasi bahwa kolaborasi dengan Hyundai telah sampai pada tahap konkret pengembangan produk, bukan sekadar studi konsep. “Beberapa bulan lalu, kami juga memperkenalkan konsep kendaraan roda empat bersama Hyundai Motors. Kami sedang mengembangkan kendaraan listrik roda empat ini untuk dipasarkan ke seluruh dunia bersama Hyundai Motor Company,” ucap Vishal.
TVS sendiri tengah memperluas portofolio bisnisnya, tidak hanya di segmen motor listrik roda dua seperti iQube, tetapi juga ke kendaraan roda tiga dan empat—baik untuk keperluan niaga, pribadi, maupun layanan umum.
“Cara kami menjalankan visi ini adalah melalui misi kami untuk menjadi salah satu perusahaan terkemuka secara global di segmen bisnis yang kami pilih—baik itu kendaraan roda dua, roda tiga, listrik, mesin bakar (ICE), kendaraan niaga, kendaraan pribadi, maupun taksi. Kami menghadirkan solusi mobilitas paling menarik melalui inovasi,” kata dia.
Untuk diketahui, hasil awal dari kolaborasi ini telah ditampilkan dalam ajang Bharat Mobility Global Expo pada Januari 2025, dalam bentuk dua konsep kendaraan listrik ringkas yang diberi nama E3W (Electric 3-Wheeler) dan E4W (Electric 4-Wheeler).
Baca juga:Norton Motorcycles Hadir di Indonesia, Apa Saja Keunggulannya?
Konsep E3W hadir sebagai bajaj listrik masa depan yang fleksibel dan fungsional, dirancang untuk menjawab berbagai kebutuhan.
Kendaraan ini dapat disesuaikan sebagai alat transportasi logistik, kendaraan tanggap darurat, maupun angkutan penumpang di wilayah urban dan semi-urban.
Sementara itu, E4W tampil lebih ringkas dan futuristik, dengan desain yang menyerupai mobil golf namun dengan kaca depan yang lebih besar untuk visibilitas yang lebih luas.
Kendaraan ini menyasar segmen mobilitas jarak pendek dan layanan berbasis komunitas, seperti transportasi lingkungan dan angkutan dalam kawasan wisata.
Baca juga:Motor Listrik Tyranno Capai TKDN 50% untuk Subsidi
Dok. Hyundai MotorTVS Motor dan Hyundai Motor Company tengah mengembangkan kendaraan listrik ringkas yang dirancang khusus untuk mobilitas mikro di pasar India dan tak menutup kemungkikan untuk potensi global."
detik.com,https://hot.detik.com/celeb/d-7966021/situasi-sulit-zaskia-adya-mecca-dan-tim-terkunci-menuju-global-march-to-gaza,Situasi Sulit Zaskia Adya Mecca dan Tim 'Terkunci' Menuju Global March to Gaza,Desi Puspasari -detikHot,"Senin, 16 Jun 2025 09:01 WIB","Zaskia Adya Mecca,Ratna Galih,Indadari,Wanda Hamidah, dan enam WNI lainnya sudah tiba di Kairo, Mesir untuk gabung dengan aktivis lainnya di Global March to Gaza. Mereka berangkat dari Indonesia sejak Kamis (12/6/2025).
Global March to Gazaadalah aksi jalan kaki kurang lebih sejauh 50 kilometer dari Kairo menuju Gerbang Rafah bersama dengan ribuan atau lebih manusia dari 50 negara. Puncak aksi ini akan terjadi pada 15 Juni 2025 ketika semua peserta sampai di Gerbang Rafah untuk menyerukan dibukanya akses misi kemanusiaan ke Gaza.
Senin (16/6/2025), Zaskia Adya Mecca mengunggah situasi saat dia bersama tim sampai di Kairo, Mesir. Pengawasan yang ketat, bus dan hotel tempat mereka menginap diperiksa oleh polisi dan intel. Mereka memeriksa ponsel dan media sosial turis yang datang.
SCROLL TO CONTINUE WITH CONTENT
""Oke, Ku sudah mulai bisa bercerita.. Kami sign up sebagai peserta secara resmi, under kontingen dari Malaysia. Karena telat daftar, jadi sudah tidak bisa tambah perwakilan utama atas nama Indonesia. Gak masalah, selama bisa terlibat di long march,"" tulis Zaskia Adya Mecca dalam unggahannya.
""Semua dokumen, briefing dari panitia sangat clear, risiko apa pun ditanggung masing-masing, ini adalah gerakan perdamaian dari seluruh dunia, tapi dengan risiko tinggi. Dan panitia masih terus dalam proses negosiasi dengan pemerintahan Mesir yang cukup alot,"" sambungnya.
Istri Hanung Bramantyo itu mengungkapkan suasana dan kondisinya sudah sangat berbeda. Ada banyak pendatang yang dideportasi.
""Baca grup long march sudah banyak aktivis yang ditangkap, ada yang ditahan tapi juga ada yang dipulangkan,"" tuturnya.
[Gambas:Instagram]
""Tapi proses imigrasi kami tergolong sangat smooth, jadi kita udah bersyukur seenggaknya gak langsung dideportasi seperti kebayakan peserta lain. Sampai di hotel malam-malam vibenya sudah gak enak. Ada polisi yang langsung mencatat semua passpor dan berbicara serius sambil melihat kami dengan staff hotel,"" sambung Zaskia Adya Mecca.
Namun, Zaskia Adya Mecca dan tim mendapat kabar panitia tidak mendapat kesepakatan. Peserta long march dianggap ilegal dan polisi boleh menangkap.
Razia di hotel tempat mereka menginap kembali terjadi pada pagi harinya. Ada empat turis yang dibawa dan Zaskia Adya Mecca bersama tim bernegosiasi.
""Sudah harus bertindak tepat, apalagi baca pergerakan tetap berjalan. Semua ambil resiko,"" ungkapnya.
""Tapi situasi kami lebih sulit, seolah terkunci untuk bergerak karena sekitar 20 polisi, intel, mobil polisi bahkan mobil tahanan siap di depan bus, khusus disiapkan untuk kami ber-10,"" tukas Zaskia Adya Mecca.
Hanung Bramantyo sebagai suami mengatakan sangat khawatir. Akan tetapi, dia memberikan restu pada Zaskia Adya Mecca untuk berjalan.
""Khawatir iya, tapi kami harus menyuarakan apa yang terjadi di Gaza sampai hari ini. Situasi di Gaza hari ini terjadi krisis kelaparan yang luar biasa. Ini bukan soal agama, tapi soal kemanusiaan. Kalau kita tidak bergerak menyuarakan semuanya maka manusia-manusia yang ada di Gaza terutama anak-anak, orang tua, dan perempuan kelaparan,"" kata Hanung Bramantyo kepada detikcom melalui telepon, kemarin.
Sutradara Gowok: Kamasutra Jawa itu memuji Wanda Hamidah, Indadari, Zaskia Adya Mecca, Ratna Galih, dan Hamidah, adalah perempuan-perempuan yang memiliki pengaruh di media sosial.
""Yang datang ke sana para perempuan-perempuan yang memiliki pengaruh di media sosial yang kuat, Ada Ratna Galih, Hamidah, ada Mbak Wanda. Meskipun kami hanya berangkat sepuluh orang, tapi sepuluh orang ini suaranya besar sekali bisa mempengaruhi banyak hal. Situasinya di sana masih berbahaya sekali,"" jelas Hanung Bramantyo."
tempo.co,https://dunia.tempo.co/read/2019182/konflik-iran-israel-kbri-di-teheran-siaga-satu-wni-akan-dievakuasi,"Konflik Iran-Israel: KBRI di Teheran Siaga Satu, WNI akan Dievakuasi",,19 Juni 2025 | 08.49 WIB,"TEMPO.CO,Jakarta- Menteri Luar NegeriSugionomenetapkan status Kedutaan Besar Republik Indonesia (KBRI) di Teheran, Iran, menjadi siaga 1 menyusul meningkatnya intensitas serangan dalam konflik antaraIrandan Israel."
liputan6.com,https://www.liputan6.com/global/read/6056344/indonesia-dan-23-negara-kecam-serangan-israel-ke-iran-serukan-gencatan-senjata-dan-diplomasi,Indonesia dan 23 Negara Kecam Serangan Israel ke Iran: Serukan Gencatan Senjata dan Diplomasi,Teddy Tri Setio Berty,"Diperbarui 19 Jun 2025, 10:03 WIB","Liputan6.com, Jakarta -Pada 17 Juni 2025, Indonesia bersama 23 negara lainnya resmi menyatakan kecaman terhadap serangan militerIsraelterhadap Iran. Pernyataan bersama ini diprakarsai oleh Mesir, di tengah meningkatnya eskalasi konflik yang mengancam stabilitas kawasan Timur Tengah.
Dalam pernyataan yang dibacakan oleh para menteri luar negeri dari 24 negara, termasukIndonesia, ditekankan beberapa poin penting sebagai bentuk solidaritas dan keprihatinan terhadap situasi yang berkembang:
Baca Juga
Advertisement"
liputan6.com,https://www.liputan6.com/citizen6/read/6053857/3-zodiak-yang-terlihat-lebih-muda-dari-usia-sebenarnya-termasuk-kamu,"3 Zodiak yang Terlihat Lebih Muda dari Usia Sebenarnya, Termasuk Kamu?",Sulung Lahitani,"Diperbarui 17 Jun 2025, 07:06 WIB","Liputan6.com, JakartaPernahkah Anda bertemu seseorang yang selalu terlihat lebih muda dari usia sebenarnya? Seolah-olah waktu bersahabat dengan mereka, membuat wajah tetap segar dan energi mereka tak pernah pudar. Ternyata, astrologi memiliki jawaban menarik tentang fenomena ini. Beberapa zodiak memang dikenal memiliki aura awet muda yang sulit ditandingi.
Karakteristikzodiaktidak hanya mencerminkan kepribadian, tetapi juga energi yang terpancar dari dalam diri. Mereka yang tampak lebih muda biasanya memiliki sikap positif, jiwa ceria, atau bahkan gaya hidup yang membuat mereka tetap memancarkan vitalitas. Kombinasi faktor fisik dan emosional ini sering kali membuat mereka terlihat jauh lebih segar daripada usia sebenarnya.
Baca Juga
Selain itu, beberapa zodiak juga memiliki pesona alami yang membuat mereka tampak 'abadi'. Apakah itu karena cara mereka merawat diri,kepribadianyang penuh semangat, atau hanya keberuntunganastrologi, zodiak-zodiak ini sering menjadi pusat perhatian karena penampilan muda mereka.
Advertisement
Siapa saja zodiak yang beruntung dengan tampilan awet muda ini? Jika Anda ingin tahu apakah zodiak Anda termasuk dalam daftar, simak ulasan lengkapnya berikut ini seperti dihimpun dariSigno.net!"
liputan6.com,https://www.liputan6.com/otomotif/read/6056314/industri-otomotif-sedang-tidak-baik-baik-saja,Industri Otomotif Sedang Tidak Baik-Baik Saja,Tim Otomotif,"Diperbarui 19 Jun 2025, 09:11 WIB","Liputan6.com, Jakarta -Industri otomotif Tanah Air saat ini sedang tidak baik-baik saja. Hal itu diungkapkan Ketua Umum Gabungan Industri Kendaraan Bermotor Indonesia (Gaikindo) Yohanes Nangoi, yang menilai salah satunya karena faktor global yang juga berdampak padaindustri otomotiflokal maupun global.
""Industri otomotif Indonesia memang sedang tidak baik-baik saja,"" kata Yohanes Nangoi di Jakarta, Rabu (18/6/2025).
Baca Juga
Ia menjelaskan, kondisi tersebut dikarenakan perekonomian secara global yang sedang mendapatkan ujian cukup berat. Daya beli yang secara terus menerus tidak menunjukkan agresivitasnya sejak belakang ini, menjadikan beberapa industri tidak menunjukkan hal positif.
Advertisement
Penjualan kendaraan secara Whole sales (dari pabrik ke diler) pada Mei 2025, berdasarkan dataGaikindo, mengalami sedikit koreksi dengan jumlah mencapai 60.613 unit, turun 15,1 persen secara tahunan (YoY) dibanding pada periode Mei 2024 yang tercatat sebanyak sebanyak 71.391 unit.
Dalam segmen ritel (dari diler ke konsumen) juga mengalami hal yang serupa. Asosiasi tersebut mencatatkan penjualan hanya sebanyak 61.339 unit, juga turun 15,1 persen (YoY)."
detik.com,https://finance.detik.com/berita-ekonomi-bisnis/d-7971556/daya-saing-ri-melorot-13-peringkat-malaysia-filipina-malah-naik,"Daya Saing RI Melorot 13 Peringkat, Malaysia & Filipina Malah Naik",Herdi Alif Al Hikam -detikFinance,"Kamis, 19 Jun 2025 10:19 WIB","Daya saing Indonesia merosot tajam. Hal ini terungkap dalam hasil riser yang dilakukan World Competitiveness Ranking (WCR) 2025 dan diumumkan oleh IMD World Competitiveness Center (WCC).
Peringkat daya saing Indonesia merosot tajam 13 peringkat tahun ini. Tingkat daya siang Indonesia turun ke peringkat 40 dari total 69 negara dunia.
Padahal dalam tiga tahun terakhir Indonesia berhasil terus memperbaiki posisi dari peringkat 44 di 2022, naik ke peringkat 34 di 2023, hingga akhirnya ada posisi 27 pada 2024.
SCROLL TO CONTINUE WITH CONTENT
Arturo Bris, Direktur World Competitive Center (WCC) IMD menyatakan pasca pandemi Indonesia merupakan salah satu negara dengan performa daya saing terbaik dalam peringkat WCR yang naik 11 peringkat. Kala itu, daya saing Indonesia didongkrak dari nilai ekspor migas dan komoditi.
""Namun, saat ini peringkat daya saing Indonesia dan sejumlah negara Asia Tenggara anjlok imbas dari perang tarif yang ditujukan ke kawasan ini,"" jelas Bris dalam keterangannya, Kamis (19/6/2025).
Riset WCR 2025 sendiri mengukur tingkat daya saing 69 negara dunia menggunakan data keras dan hasil survei. WCC memperhitungkan 262 informasi berupa 170 data eksternal dan 92 respons survei terhadap 6.162 responden eksekutif di tiap negara.
Berdasarkan survei, 66,1% eksekutif Indonesia menganggap kurangnya peluang ekonomi menjadi pendorong polarisasi. Artinya, masalah ekonomi mendasar seperti infrastruktur yang tidak memadai, lembaga yang lemah, dan keterbatasan talenta SDM (sumber daya manusia) mesti mendapat porsi perhatian yang besar.
Pembangunan yang dilakukan negara dianggap tidak inklusif membuat ketimpangan struktural, angka pengangguran yang tinggi, dan pembangunan yang tidak merata. Minimnya penciptaan lapangan kerja baru ini membuat warga frustrasi karena mempersulit mereka untuk naik kelas.
Serupa dengan Indonesia, peringkat Turki juga anjlok 13 peringkat. Penurunan kedua negara ini menjadi yang terburuk dibanding negara-negara lain dalam peringkat WCR 2025. Untuk Turki, kemerosotan peringkat daya saing negara itu imbas buruknya kondisi ekonomi negara itu, khususnya terkait krisis mata uang.
Selain itu, tiga dari lima negara Asia Tenggara yang diukur dalam survei pun turun peringkat. Misalnya, Thailand turun 5 peringkat dan Singapura turun 1 peringkat.
Namun di sisi lain, posisi Malaysia berhasil meroket 11 peringkat dan Filipina naik 1 peringkat. Kenaikan peringkat kedua negara ini didorong oleh kebijakan industri dan investasi digital yang strategis.
Berikut peringkat lima besar negara dengan daya saing terbaik di kawasan Asia Tenggara dibanding tahun lalu:
Singapura kini di peringkat 2 dunia, turun 1 peringkatMalaysia kini di peringkat 23 dunia, naik 11 peringkatThailand kini di peringkat 30 dunia, turun 5 peringkatIndonesia kini di peringkat 40 dunia, turun 13 peringkatFilipina kini di peringkat 51 dunia, naik 1 peringkat"
liputan6.com,https://www.liputan6.com/saham/read/6056244/citra-tubindo-sebar-dividen-rp-530-per-saham-ini-jadwal-pembagiannya,"Citra Tubindo Sebar Dividen Rp 530 per Saham, Ini Jadwal Pembagiannya",Agustina Melani,"Diperbarui 19 Jun 2025, 06:35 WIB","Liputan6.com, Jakarta -PTCitra TubindoTbk (CTBN) akan membagikan dividen tunai tahun buku 2024 sebesar Rp 424,19 miliar. Dividen yang akan dibagikan setara Rp 530 per saham.
Dividen dibagikan seiring Perseroan telah mendapatkan persetujuan pemegang saham untuk membagikandividendalam Rapat Umum Pemegang Saham Tahunan (RUPST) pada 12 Juni 2025. Demikian mengutip dari keterbukaan informasi ke Bursa Efek Indonesia (BEI), Kamis (19/6/2025).
Baca Juga
Data keuangan per 31 Desember 2024 menjadi pertimbangan Perseroan membagikan dividen antara lain Perseroan mencatat laba bersih yang didapat diatribusikan kepada entitas induk sebesar USD 26,20 juta. Saldo laba ditahan yang tidak dibatasi penggunaannya sebesar USD 75,93 juta dan total ekuitas sebesar USD 128,88 juta.
Advertisement
Berikut jadwa pembagian dividen antara lain:
Pada penutupan perdagangan Rabu, 18 Juni 2025, hargasaham CTBNmelonjak 9,89% ke posisi Rp 7.775 per saham. Harga saham CTBN berada di level tertinggi Rp 7.775 dan level terendah Rp 7.150 per saham. Kapitalisasi pasar Rp 6,22 triliun."
liputan6.com,https://www.liputan6.com/bola/read/6056325/aksi-heroik-yassine-bounou-penyelamat-al-hilal-dari-terkaman-real-madrid,"Aksi Heroik Yassine Bounou, Penyelamat Al Hilal dari Terkaman Real Madrid",Gia Yuda Pradana,"Diperbarui 19 Jun 2025, 10:06 WIB","Liputan6.com, JakartaAl Hilal membuat kejutan pada matchday 1 Grup H Piala Dunia Antarklub 2025 yang digelar di Hard Rock Stadium, Miami. Klub asal Arab Saudi itu menahan imbang Real Madrid 1-1. Salah satu bintang lapangan tak lain adalah Yassine Bounou, sang penjaga gawang Al Hilal.
Real Madrid sempat unggul lebih dulu lewat gol Gonzalo Garcia pada menit ke-34. Namun, Al Hilal membalas lewat penalti Ruben Neves tujuh menit kemudian. Momen paling menentukan terjadi di menit-menit akhir, saat Bounou menggagalkan penalti Federico Valverde.
Baca Juga
Aksi heroik itu mengamankan satu poin penting bagi Al Hilal. Dalam laga penuh tensi tersebut, Bounou muncul sebagai penyelamat timnya dari terkaman sang raksasa Eropa.
Advertisement"
detik.com,https://news.detik.com/berita/d-7971197/kesaksian-warga-dengar-suara-benturan-saat-istri-di-tangsel-dibunuh-suami,Kesaksian Warga Dengar Suara Benturan Saat Istri di Tangsel Dibunuh Suami,Taufiq Syarifudin -detikNews,"Rabu, 18 Jun 2025 22:23 WIB","Warga Pondok Ranji, Ciputat Timur, Tangerang Selatan, dikejutkan dengan kasus seorangsuami berinisial JN (37) membunuh istrinya RK (25). Warga bernama Rahman (48) yang tinggal bersebelahan dengan pasangan tersebut, mengaku sempat mendengar suara cekcok dan benturan ke tembok.
Rahman mendengar suara itu sekitar pukul 20.00 WIB, Senin (16/6). Namun dia mengetahui RK sudah tak bernyawa pada pada Selasa (17/6) dini hari.
""Nah posisinya itu yang pas lagi ini saya lagi di dalam kamar sama istri. Mungkin sekitar jam 20.00 WIB dengar cekcok. Nggaak yang sampai kenceng, biasa gitu. Ribut suami istri,"" kata Rahman saat bercerita kepada wartawan di lokasi, Rabu (18/6/2025).
SCROLL TO CONTINUE WITH CONTENT
Seingat Rahman, suara pertengkaran terdengar tak terlalu keras. Tak lama kemudian, dia mendengar suara tangis yang diduga berasal dari korban dan anak kecil.
""Terus dengar suara yang orang nangis gitu. Anak kecil sama suara korban,"" ucapnya.
""Ada suara 'gedebruk' itu ada. Kayak dibenturin kepala atau apa ya ke tembok gitu. Tapi nggak ada teriakan, suara nangisnya juga nangis yang pelan, tapi kedengeran. Kan kamar saya nempel sama dia,"" ucapnya.
Sesaat Rahman sempat curiga karena setelah suara tangis itu, kondisi mendadak menjadi hening. Dia berpikir sejoli itu sudah lebih tenang.
""Nah sekitar itu saya pikir nangis terus nggak ada suara lagi. Saya pikir udahlah, mungkin udah reda kali ya, udah pada tidur gitu,"" ujarnya.
Namun siapa sangka, pada pukul 00.30, Selasa (17/6) JN mengetuk jendela Rahman lalu mengaku telah membunuh istrinya, RK. Dengan ragu, Rahman pun meminta bantuan warga lain untuk memastikan.
""Terus dia bilang 'Saya minta maaf, saya khilaf, aaya udah bunuh istri saya' katanya 'Mayatnya ada tuh di dalam kamar, lihat aja sendiri' katanya. Dia udah mengakui ini perbuatannya. Terus saya bingung gitu kan bener apa nggak. Sempat nggak percaya,"" jelasnya.
JN kemudian menunjukkan muka datar saat mengungkap telah membunuh RK. Sebaliknya, Rahman mulai khawatir dengan apa yang didengarnya.
""Soalnya datang mukanya biasa aja gitu, nggak yang panik, tanpa dosa lah,"" ujarnya.
Selanjutnya, Rahman pun bergegas memeriksa keadaan di dalam kontrakan JN setelah meminta bantuan ke warga lain. Dia sempat melihat kondisi kontrakan itu berantakan.
""Pas ke dalam terus di dalam nih udah berantakan kayak kasur, baju semuanya sah berantakan,"" ucapnya.
Rahman kemudian melihat benar bahwa ada jasad yang sudah tak bernyawa di kamar. Jasad itu adalah RK yang ditutupi selimut, pakaian dan wajahnya tertup bantal.
""Saya ngeliat di kasur itu berantakan juga pakaian segala macem. Dan si korban itu ternyata ada di tumpukan pakaian selimut, ditutupin di sekujur badan. Yang keliatan cuman ini kaki doang, Saya lihat lagi. Di tembok kamar ada darah, sebelah kiri,"" sambungnya.
Lihat juga Video 'Kebohongan Terungkap di Rekonstruksi Kasus Cucu Bunuh Nenek di Ciamis':
[Gambas:Video 20detik]"
